sDate,sPrice
2000-01-01,10.29
2000-02-01,9.01
2000-03-01,9.91
2000-04-01,9.1
2000-05-01,8.48
2000-06-01,7.95
2000-07-01,7.72
2000-08-01,8.07
2000-09-01,7.86
2000-10-01,8.15
2000-11-01,8.61
2000-12-01,8.07
2001-01-01,7.66
2001-02-01,7.59
2001-03-01,6.74
2001-04-01,6.49
2001-05-01,7.4
2001-06-01,8.14
2001-07-01,8.32
2001-08-01,8.28
2001-09-01,8.4
2001-10-01,7.75
2001-11-01,7.05
2001-12-01,6.94
2002-01-01,6.35
2002-02-01,7.16
2002-03-01,7.3
2002-04-01,7.6
2002-05-01,7.22
2002-06-01,6.93
2002-07-01,6.49
2002-08-01,6.43
2002-09-01,6.07
2002-10-01,6.41
2002-11-01,6.87
2002-12-01,6.32
2003-01-01,7.53
2003-02-01,6.19
2003-03-01,5.68
2003-04-01,6.14
2003-05-01,6.8
2003-06-01,6.09
2003-07-01,7.25
2003-08-01,7.78
2003-09-01,8.37
2003-10-01,8.93
2003-11-01,8.74
2003-12-01,9.52
2004-01-01,9.7
2004-02-01,10.79
2004-03-01,11.86
2004-04-01,12.28
2004-05-01,11.34
2004-06-01,11.39
2004-07-01,10.93
2004-08-01,10.31
2004-09-01,9.94
2004-10-01,9.73
2004-11-01,9.61
2004-12-01,9.43
2005-01-01,8.27
2005-02-01,8.21
2005-03-01,7.76
2005-04-01,7.47
2005-05-01,7.84
2005-06-01,8.62
2005-07-01,8.66
2005-08-01,8.38
2005-09-01,8.71
2005-10-01,8.15
2005-11-01,8.55
2005-12-01,8.56
2006-01-01,9.17
2006-02-01,8.52
2006-03-01,8.35
2006-04-01,8.94
2006-05-01,8.98
2006-06-01,7.89
2006-07-01,7.55
2006-08-01,8.01
2006-09-01,8.22
2006-10-01,8.34
2006-11-01,8.31
2006-12-01,7.99
2007-01-01,7.37
2007-02-01,8.52
2007-03-01,8.39
2007-04-01,7.75
2007-05-01,7.72
2007-06-01,7.8
2007-07-01,7.97
2007-08-01,7.46
2007-09-01,6.96
2007-10-01,6.95
2007-11-01,6.09
2007-12-01,5.15
2008-01-01,6.06
2008-02-01,5.21
2008-03-01,5.56
2008-04-01,5.59
2008-05-01,5.42
2008-06-01,4.43
2008-07-01,4.56
2008-08-01,4.78
2008-09-01,4.38
2008-10-01,4.53
2008-11-01,4.75
2008-12-01,5.38
2009-01-01,4.79
2009-02-01,5.15
2009-03-01,5.24
2009-04-01,5.33
2009-05-01,5.85
2009-06-01,6.36
2009-07-01,6.41
2009-08-01,6.21
2009-09-01,6.93
2009-10-01,7.44
2009-11-01,7.41
2009-12-01,7.33
2010-01-01,6.71
2010-02-01,6.51
2010-03-01,6.12
2010-04-01,6.13
2010-05-01,5.88
2010-06-01,6.32
2010-07-01,6.55
2010-08-01,6.92
2010-09-01,6.68
2010-10-01,6.56
2010-11-01,6.76
2010-12-01,6.83
2011-01-01,7.33
2011-02-01,6.93
2011-03-01,6.79
2011-04-01,6.85
2011-05-01,6.43
2011-06-01,6.5
2011-07-01,6.67
2011-08-01,6.13
2011-09-01,6.28
2011-10-01,5.9
2011-11-01,5.79
2011-12-01,5.47
2012-01-01,5.79
2012-02-01,5.65
2012-03-01,6.0
2012-04-01,5.62
2012-05-01,5.91
2012-06-01,5.72
2012-07-01,5.4
2012-08-01,6.08
2012-09-01,5.57
2012-10-01,5.43
2012-11-01,5.61
2012-12-01,5.64
2013-01-01,5.35
2013-02-01,5.91
2013-03-01,5.95
2013-04-01,6.03
2013-05-01,6.33
2013-06-01,6.41
2013-07-01,6.73
2013-08-01,6.43
2013-09-01,6.65
2013-10-01,7.05
2013-11-01,6.84
2013-12-01,6.88
2014-01-01,7.07
2014-02-01,6.94
2014-03-01,6.99
2014-04-01,7.16
2014-05-01,6.91
2014-06-01,6.69
2014-07-01,6.81
2014-08-01,6.99
2014-09-01,6.76
2014-10-01,6.57
2014-11-01,7.04
2014-12-01,7.19
2015-01-01,6.68
2015-02-01,7.47
2015-03-01,7.09
2015-04-01,7.18
2015-05-01,7.42
2015-06-01,7.13
2015-07-01,6.74
2015-08-01,6.96
2015-09-01,7.38
2015-10-01,7.41
2015-11-01,6.98
2015-12-01,6.83
2016-01-01,7.04
2016-02-01,6.31
2016-03-01,6.17
2016-04-01,6.3
2016-05-01,5.69
2016-06-01,6.22
2016-07-01,6.15
2016-08-01,5.79
2016-09-01,5.46
2016-10-01,5.32
