date,證券代號
2016/08/03,3584
2016/07/01,3573
2016/06/01,3598
2016/04/29,6286
2016/03/22,2847
2015/12/28,2361
2015/10/15,2833
2015/07/07,2384
2015/01/02,5280
2014/12/30,3061
2014/09/15,2837
2014/09/10,3638
2014/02/27,8078
2014/02/01,3697
2013/10/15,9151
2013/09/12,2315
2013/07/12,8008
2013/05/31,3599
2013/02/01,3080
2012/12/28,8199
2012/11/30,2473
2012/08/28,9104
2012/03/01,6119
2011/12/01,5854
2011/10/07,3367
2011/10/03,2854
2011/10/01,3534
2011/06/01,2463
2011/05/02,6012
2011/01/17,9102
2011/01/03,1716
2010/11/15,2403
2010/10/16,2341
2010/10/01,3614
2010/09/15,6255
2010/09/01,1523
2010/08/16,2391
2010/06/21,9922
2010/06/17,2350
2010/04/08,2526
2010/04/01,3063
2010/03/31,2452
2010/03/18,3009
2009/12/01,2446
2009/07/12,2381
2009/04/08,2396
2008/11/06,1606
2008/10/31,2411
2008/10/27,2494
2008/09/01,2432
2008/07/14,9101
2008/06/30,3271
2008/04/23,1311
2008/03/01,9915
2008/01/31,2447
2008/01/14,2418
2008/01/10,3020
2008/01/01,1520
2007/12/28,2336
2007/12/24,2479
2007/10/20,1107
2007/10/20,3053
2007/10/15,1601
2007/08/21,6280
2007/07/30,2469
2007/06/20,2333
2007/06/20,3142
2007/06/20,2831
2007/04/30,2827
2007/04/13,3007
2007/04/11,1207
2007/04/11,9801
2007/04/02,6004
2007/03/19,2410
2007/03/12,2523
2007/03/01,3214
2007/01/18,2807
2007/01/01,2343
2006/12/19,2811
2006/12/01,2394
2006/10/24,2487
2006/10/01,3012
2006/09/14,2825
2006/08/08,1807
2006/07/12,2335
2006/07/12,2378
2006/06/26,1408
2006/06/26,2326
2006/05/10,2407
2006/05/01,2822
2006/03/01,2366
2006/02/07,2533
2005/12/30,2422
2005/12/26,2808
2005/11/13,3039
2005/11/09,2416
2005/11/09,2470
2005/11/07,6132
2005/10/30,2389
2005/10/28,1212
2005/10/04,1204
2005/10/04,1306
2005/09/01,2370
2005/07/05,1450
2005/07/05,1462
2005/07/05,2318
2005/06/20,9936
2005/06/13,2902
2005/05/03,2435
2005/03/21,2544
2005/01/05,2525
2004/12/16,1534
2004/12/16,2490
2004/11/15,3001
2004/09/08,2398
2004/08/30,2319
2004/07/07,1224
2004/04/28,1458
2004/04/28,1602
2004/04/01,2386
2004/03/15,1228
2003/11/12,2512
2003/11/10,1407
2003/09/30,1510
2003/09/30,2828
2003/08/15,2848
2003/06/18,2445
2003/06/18,1221
2003/06/03,2521
2003/05/06,1422
2003/04/23,2518
2003/01/22,2517
2003/01/09,1222
2003/01/08,2005
2003/01/02,2802
2002/12/31,2806
2002/12/31,2819
2002/12/23,2830
2002/12/18,2826
2002/11/08,1431
2002/11/08,2304
2002/11/08,2531
2002/11/04,2310
2002/11/04,2322
2002/11/04,2301
2002/11/01,2604
2002/09/16,1226
2002/08/22,2814
2002/08/01,2843
2002/05/17,2815
2002/05/09,2839
2002/04/22,2835
2002/04/17,2016
2002/04/17,9932
2002/03/26,2813
2002/03/21,2306
2002/02/19,2818
2002/02/18,2844
2002/02/18,2829
2002/02/04,2821
2002/02/04,2824
2002/01/28,2840
2002/01/17,1214
2002/01/17,2810
2002/01/17,2846
2002/01/17,9913
2001/12/31,2804
2001/12/31,2805
2001/12/19,2803
2001/12/19,2817
2001/12/19,2842
2001/11/30,1317
2001/11/01,1230
2001/08/24,2522
2001/07/02,1509
2001/05/15,2519
2001/04/10,2202
2001/02/20,2914
2001/01/20,1505
2001/01/20,2011
2001/01/20,2019
2001/01/20,2334
